"","sector","tramos_edad","mes","sexo","trabaja","se trabaja","cv","Freq"
"367","Servicios Sociales y Personales",2,1,1,2226.80072712,1197.68690686404,53.79,9
"368","Servicios Sociales y Personales",2,1,2,6233.41245312,1101.71260939137,17.67,31
"369","Servicios Sociales y Personales",2,2,1,2570.37277117,865.502883316662,33.67,12
"370","Servicios Sociales y Personales",2,2,2,9864.53367733,1920.69270709282,19.47,39
"371","Servicios Sociales y Personales",2,3,1,2167.99918399,770.232803040413,35.53,11
"372","Servicios Sociales y Personales",2,3,2,9367.19657174,1888.81489091099,20.16,35
"373","Servicios Sociales y Personales",2,4,1,3120.08890514,994.966205329218,31.89,13
"374","Servicios Sociales y Personales",2,4,2,8853.60798063,1956.06484196877,22.09,38
"375","Servicios Sociales y Personales",3,1,1,1736.05628317,648.384583053607,37.35,11
"376","Servicios Sociales y Personales",3,1,2,7831.98774844,1976.76761817256,25.24,37
"377","Servicios Sociales y Personales",3,2,1,1648.39921987,691.617638259588,41.96,10
"378","Servicios Sociales y Personales",3,2,2,8845.92687079,2160.30960763245,24.42,40
"379","Servicios Sociales y Personales",3,3,1,1574.72570303,654.188651647331,41.54,11
"380","Servicios Sociales y Personales",3,3,2,9256.01656172,2163.80673347258,23.38,42
"381","Servicios Sociales y Personales",3,4,1,749.81865372,464.002528753714,61.88,4
"382","Servicios Sociales y Personales",3,4,2,8765.48433058,2128.36848121617,24.28,40
"383","Servicios Sociales y Personales",4,1,1,1925.45511376,712.516279379626,37.01,10
"384","Servicios Sociales y Personales",4,1,2,11374.14738176,2240.16745777951,19.7,45
"385","Servicios Sociales y Personales",4,2,1,1960.80321997,730.561506440202,37.26,9
"386","Servicios Sociales y Personales",4,2,2,9112.54064939,2095.40013994166,22.99,38
"387","Servicios Sociales y Personales",4,3,1,1691.55595113,655.378639726063,38.74,9
"388","Servicios Sociales y Personales",4,3,2,10831.97309571,2290.33925597606,21.14,44
"389","Servicios Sociales y Personales",4,4,1,1697.28907547,676.318305582941,39.85,9
"390","Servicios Sociales y Personales",4,4,2,11913.57630998,2573.30096344818,21.6,45
"391","Servicios Sociales y Personales",5,1,1,4054.09043816,1140.22110083685,28.13,15
"392","Servicios Sociales y Personales",5,1,2,4339.94825085,917.253889706738,21.14,24
"393","Servicios Sociales y Personales",5,2,1,3855.54789589,1107.36209685159,28.72,15
"394","Servicios Sociales y Personales",5,2,2,4793.17732256,965.944167450615,20.15,27
"395","Servicios Sociales y Personales",5,3,1,4754.92687793,1240.23650209309,26.08,18
"396","Servicios Sociales y Personales",5,3,2,5927.75130948,1020.66857112549,17.22,32
"397","Servicios Sociales y Personales",5,4,1,3336.4114248,1052.61558219359,31.55,12
"398","Servicios Sociales y Personales",5,4,2,4385.17456857,1013.03970939666,23.1,22
"399","Servicios Sociales y Personales",6,1,1,759.44930714,513.640447783442,67.63,4
"400","Servicios Sociales y Personales",6,1,2,893.22693743,714.882548866732,80.03,5
"401","Servicios Sociales y Personales",6,2,1,462.35358932,349.995556166477,75.7,3
"402","Servicios Sociales y Personales",6,2,2,1813.88090652,864.362507283627,47.65,7
"403","Servicios Sociales y Personales",6,3,1,803.64646914,486.316439329992,60.51,4
"404","Servicios Sociales y Personales",6,3,2,1758.96071214,674.469090770768,38.34,9
"405","Servicios Sociales y Personales",6,4,1,448.22509544,330.734342782876,73.79,3
"406","Servicios Sociales y Personales",6,4,2,406.61604496,346.16574160519,85.13,2
"407","Transporte y Comunicaciones",1,1,1,1203.861333,715.183525342343,59.41,3
"408","Transporte y Comunicaciones",1,1,2,466.96322102,331.829310239185,71.06,2
"409","Transporte y Comunicaciones",1,2,1,316.28994163,316.28994163,100,1
"410","Transporte y Comunicaciones",1,2,2,265.5922583,265.5922583,100,1
"411","Transporte y Comunicaciones",1,3,1,259.22297047,259.22297047,100,1
"412","Transporte y Comunicaciones",1,3,2,555.49435977,393.075251379953,70.76,2
"413","Transporte y Comunicaciones",1,4,1,1213.51793503,670.065119717576,55.22,4
"414","Transporte y Comunicaciones",2,1,1,1724.65786539,723.299302351488,41.94,7
"415","Transporte y Comunicaciones",2,1,2,300.47272987,300.47272987,100,1
"416","Transporte y Comunicaciones",2,2,1,1291.07032553,592.107366024951,45.86,6
"417","Transporte y Comunicaciones",2,2,2,486.94451858,347.240449813694,71.31,2
"418","Transporte y Comunicaciones",2,3,1,2177.65626814,912.700818920942,41.91,7
"419","Transporte y Comunicaciones",2,4,1,1035.14103601,668.957438203008,64.62,3
"420","Transporte y Comunicaciones",3,1,1,3097.6689584,909.772942931026,29.37,11
"421","Transporte y Comunicaciones",3,1,2,374.72487974,277.472207091077,74.05,2
"422","Transporte y Comunicaciones",3,2,1,2239.31390338,743.982950440454,33.22,11
"423","Transporte y Comunicaciones",3,2,2,675.12608485,478.223987097194,70.83,2
"424","Transporte y Comunicaciones",3,3,1,2678.46455631,843.498403630444,31.49,10
"425","Transporte y Comunicaciones",3,3,2,883.27157678,516.800766837499,58.51,3
"426","Transporte y Comunicaciones",3,4,1,1413.91746376,601.946027430379,42.57,6
"427","Transporte y Comunicaciones",3,4,2,805.45310369,481.937191998807,59.83,3
"428","Transporte y Comunicaciones",4,1,1,1590.46724753,924.682996480919,58.14,6
"429","Transporte y Comunicaciones",4,2,1,862.69325302,510.837822382178,59.21,4
"430","Transporte y Comunicaciones",4,2,2,366.62706814,304.314138594967,83,2
"431","Transporte y Comunicaciones",4,3,1,1563.07895668,694.148254351731,44.41,7
"432","Transporte y Comunicaciones",4,3,2,514.2828339,340.443445955125,66.2,3
"433","Transporte y Comunicaciones",4,4,1,1472.93278835,669.971212773808,45.49,7
"434","Transporte y Comunicaciones",4,4,2,447.5038149,338.855536514158,75.72,2
"435","Transporte y Comunicaciones",5,1,1,2583.57990432,1030.60338268227,39.89,9
"436","Transporte y Comunicaciones",5,2,1,2612.20956303,969.365513553487,37.11,11
"437","Transporte y Comunicaciones",5,2,2,49.89499442,49.89499442,100,1
"438","Transporte y Comunicaciones",5,3,1,1245.4564876,607.088665587375,48.74,6
"439","Transporte y Comunicaciones",5,4,1,1044.25341548,513.450732745563,49.17,6
"440","Transporte y Comunicaciones",6,1,1,775.62211747,441.798789835844,56.96,5
"441","Transporte y Comunicaciones",6,2,1,771.24673013,472.741102556014,61.3,4
"442","Transporte y Comunicaciones",6,3,1,677.91505955,441.677107347263,65.15,3
"443","Transporte y Comunicaciones",6,4,1,908.76453156,650.436914172136,71.57,3
