"","esc","se","cv"
"1",11.2669890756755,0.332921845284332,2.95
"2",11.3361394288599,0.342283184480868,3.02
"3",11.2458488126298,0.322302714413763,2.87
"4",11.2200585785519,0.327934369255945,2.92
