"","sector","b1","categoria_ocupacion","mes","trabaja","se trabaja","cv","Freq"
"198","Construccion",7,2,4,4734.47442922,1268.29468557718,26.79,21
"199","Construccion",7,3,1,3253.19142757,964.21257688455,29.64,20
"200","Construccion",7,3,2,2996.83957109,951.744405879728,31.76,14
"201","Construccion",7,3,3,4682.94633513,1414.48389884063,30.2,18
"202","Construccion",7,3,4,2950.88166187,960.061355874436,32.53,21
"203","Construccion",7,7,3,62.34455758,62.34455758,100,1
"204","Construccion",8,1,1,167.27825159,167.27825159,100,1
"205","Construccion",8,1,2,175.936537,175.936537,100,1
"206","Construccion",8,3,3,939.34634249,589.776262560772,62.79,4
"207","Construccion",8,3,4,484.50628953,342.72947873732,70.74,2
"208","Construccion",9,1,4,173.47410456,173.47410456,100,1
"209","Construccion",9,2,2,41.54452655,41.54452655,100,1
"210","Construccion",9,2,4,81.74267175,81.74267175,100,1
"211","Construccion",9,3,1,4696.09483588,1765.16629020839,37.59,17
"212","Construccion",9,3,2,2096.174092,836.976353183598,39.93,9
"213","Construccion",9,3,3,1799.20236079,982.26104796145,54.59,8
"214","Construccion",9,3,4,4136.0944442,1344.93646800335,32.52,16
"215","Construccion",9,4,2,147.02456719,147.02456719,100,1
"216","Construccion",9,7,4,340.9888527,340.9888527,100,1
"217","Electricidad, Gas y Agua",1,3,2,95.00440172,95.0044017199999,100,1
"218","Electricidad, Gas y Agua",1,3,3,127.93994403,127.93994403,100,1
"219","Electricidad, Gas y Agua",4,3,1,341.89153487,281.094400858806,82.22,2
"220","Electricidad, Gas y Agua",4,3,2,272.65295707,272.65295707,100,1
"221","Electricidad, Gas y Agua",4,3,3,267.44880303,267.44880303,100,1
"222","Electricidad, Gas y Agua",4,3,4,634.58596871,433.011311327117,68.24,2
"223","Electricidad, Gas y Agua",7,3,1,494.01224854,463.553775827483,93.83,2
"224","Electricidad, Gas y Agua",7,3,2,458.02563476,425.110211702091,92.81,2
"225","Electricidad, Gas y Agua",7,3,3,454.95418592,420.836646862853,92.5,2
"226","Electricidad, Gas y Agua",7,3,4,811.01858929,576.562998004375,71.09,2
"227","Electricidad, Gas y Agua",8,3,1,1109.0723521,624.595458854312,56.32,3
"228","Electricidad, Gas y Agua",8,3,2,348.2412779,348.2412779,100,1
"229","Electricidad, Gas y Agua",8,3,3,725.35022892,449.721198271506,62,3
"230","Electricidad, Gas y Agua",8,3,4,416.66805733,360.949543434937,86.63,2
"231","Electricidad, Gas y Agua",9,3,1,383.9708688,285.334879454873,74.31,2
"232","Electricidad, Gas y Agua",9,3,2,1253.50739443,897.077169845579,71.57,4
"233","Electricidad, Gas y Agua",9,3,3,726.65467904,455.075883131461,62.63,3
"234","Electricidad, Gas y Agua",9,3,4,1081.34354943,564.836719481219,52.23,4
"235","Hoteles y Restoranes",1,1,1,157.66083669,157.66083669,100,1
"236","Hoteles y Restoranes",1,1,2,49.29044813,49.2904481300001,100,1
"237","Hoteles y Restoranes",1,1,4,552.68226301,552.682263010001,100,1
"238","Hoteles y Restoranes",2,1,1,51.07931246,51.0793124600001,100,1
"239","Hoteles y Restoranes",3,1,2,1248.27227217,888.266798353184,71.16,2
"240","Hoteles y Restoranes",3,3,1,360.72318116,303.156847639207,84.04,2
"241","Hoteles y Restoranes",3,3,2,90.37150566,90.3715056599999,100,1
"242","Hoteles y Restoranes",3,3,3,157.04511517,131.108226739971,83.48,2
"243","Hoteles y Restoranes",3,3,4,1067.18119445,648.810069022528,60.8,4
"244","Hoteles y Restoranes",4,2,1,47.00923481,47.0092348099999,100,1
"245","Hoteles y Restoranes",4,2,2,489.3964614,489.3964614,100,1
"246","Hoteles y Restoranes",4,3,1,694.91778838,629.250867436121,90.55,3
"247","Hoteles y Restoranes",4,3,2,993.92086579,599.071585403288,60.27,4
"248","Hoteles y Restoranes",4,3,3,492.0870081,354.754199805034,72.09,2
"249","Hoteles y Restoranes",4,3,4,186.05866783,160.315523291277,86.16,2
"250","Hoteles y Restoranes",4,7,2,43.71503806,43.71503806,100,1
"251","Hoteles y Restoranes",5,1,1,838.31783849,615.101516567998,73.37,2
"252","Hoteles y Restoranes",5,1,2,364.24943847,309.003702786836,84.83,2
"253","Hoteles y Restoranes",5,1,3,833.67914558,621.979902440696,74.61,2
"254","Hoteles y Restoranes",5,1,4,656.75709424,410.432271377776,62.49,3
"255","Hoteles y Restoranes",5,2,1,1842.35884485,836.633676407971,45.41,8
"256","Hoteles y Restoranes",5,2,2,1255.47030112,699.883642411724,55.75,4
"257","Hoteles y Restoranes",5,2,3,1038.7120059,610.840630592414,58.81,4
"258","Hoteles y Restoranes",5,2,4,1583.66306949,751.570396420694,47.46,6
"259","Hoteles y Restoranes",5,3,1,3223.42094055,1013.56430451976,31.44,15
"260","Hoteles y Restoranes",5,3,2,4387.71122504,1146.60063310459,26.13,21
"261","Hoteles y Restoranes",5,3,3,2502.0242343,824.295803844884,32.95,13
"262","Hoteles y Restoranes",5,3,4,2536.26150327,845.409450045594,33.33,10
"263","Hoteles y Restoranes",5,7,4,339.63959326,271.950349699064,80.07,2
"264","Hoteles y Restoranes",7,2,3,68.22380162,68.22380162,100,1
"265","Hoteles y Restoranes",7,3,4,66.99511654,66.99511654,100,1
"266","Hoteles y Restoranes",8,3,2,352.82150371,352.82150371,100,1
"267","Hoteles y Restoranes",8,3,3,404.00182189,342.189799130402,84.7,2
"268","Hoteles y Restoranes",8,3,4,459.89312261,459.89312261,100,1
"269","Hoteles y Restoranes",9,2,1,86.82559815,86.8255981499999,100,1
"270","Hoteles y Restoranes",9,2,2,135.28949719,135.28949719,100,2
"271","Hoteles y Restoranes",9,2,3,124.69946514,124.69946514,100,1
"272","Hoteles y Restoranes",9,3,1,1368.50563632,623.890439384355,45.59,8
"273","Hoteles y Restoranes",9,3,2,172.55602482,122.355601558792,70.91,3
"274","Hoteles y Restoranes",9,3,3,1807.41948961,793.798457514347,43.92,6
"275","Hoteles y Restoranes",9,3,4,845.96554942,607.576660248026,71.82,2
"276","Industria Manufacturera",1,1,2,79.83199108,79.83199108,100,1
"277","Industria Manufacturera",1,1,3,81.86856195,81.86856195,100,1
"278","Industria Manufacturera",1,1,4,84.75661256,84.75661256,100,1
"279","Industria Manufacturera",1,3,1,267.55982312,206.034225891184,77,2
"280","Industria Manufacturera",1,7,4,98.0912061,98.0912061,100,1
"281","Industria Manufacturera",2,3,1,162.75752222,119.302466418896,73.3,2
"282","Industria Manufacturera",2,3,2,627.29188918,428.683190526927,68.34,4
"283","Industria Manufacturera",2,3,3,538.23992048,423.46475285121,78.68,3
"284","Industria Manufacturera",2,3,4,636.88635727,415.292122256102,65.21,4
"285","Industria Manufacturera",3,2,3,270.02392757,270.02392757,100,1
"286","Industria Manufacturera",3,2,4,277.85209491,277.85209491,100,1
"287","Industria Manufacturera",3,3,1,2107.89849586,1008.85655028323,47.86,5
"288","Industria Manufacturera",3,3,2,2564.97993004,1223.26466794619,47.69,6
"289","Industria Manufacturera",3,3,3,2622.21310015,1274.7474404918,48.61,5
"290","Industria Manufacturera",3,3,4,3401.48980625,1451.12228610235,42.66,7
"291","Industria Manufacturera",4,2,2,197.70794793,197.70794793,100,1
"292","Industria Manufacturera",4,3,1,693.86669066,602.432244658504,86.82,2
"293","Industria Manufacturera",4,3,2,668.77286839,374.710160104469,56.03,4
"294","Industria Manufacturera",4,3,3,459.34054606,292.152730469373,63.6,3
"295","Industria Manufacturera",4,3,4,275.93587357,275.93587357,100,1
"296","Industria Manufacturera",5,1,3,73.54071021,73.54071021,100,1
"297","Industria Manufacturera",5,2,1,65.976646,65.9766460000001,100,1
"298","Industria Manufacturera",5,2,3,342.33841888,342.33841888,100,1
"299","Industria Manufacturera",5,2,4,352.5390587,352.5390587,100,1
"300","Industria Manufacturera",5,3,1,375.76643705,375.76643705,100,1
"301","Industria Manufacturera",5,3,2,954.24517488,529.518539552262,55.49,4
"302","Industria Manufacturera",5,3,3,1001.38606863,793.677152630671,79.26,2
"303","Industria Manufacturera",5,3,4,317.38672156,228.323051034556,71.94,2
"304","Industria Manufacturera",6,2,2,298.6118891,298.6118891,100,1
"305","Industria Manufacturera",6,3,1,758.11529794,758.11529794,100,1
"306","Industria Manufacturera",7,1,1,543.93617389,384.82283132857,70.75,2
"307","Industria Manufacturera",7,1,2,759.27434867,430.806746943885,56.74,3
"308","Industria Manufacturera",7,1,3,743.3244297,441.87805929591,59.45,3
"309","Industria Manufacturera",7,1,4,510.45992614,362.022950166756,70.92,2
"310","Industria Manufacturera",7,2,1,3854.82769065,1422.43222411867,36.9,17
"311","Industria Manufacturera",7,2,2,5328.44882553,2014.7065773728,37.81,21
"312","Industria Manufacturera",7,2,3,6069.36007638,1267.96639394549,20.89,26
"313","Industria Manufacturera",7,2,4,3526.38690168,1200.32343200295,34.04,14
"314","Industria Manufacturera",7,3,1,2849.7515434,936.769324837042,32.87,14
"315","Industria Manufacturera",7,3,2,4696.00221717,1174.1880095531,25,24
"316","Industria Manufacturera",7,3,3,5073.84426913,1391.42336447562,27.42,26
"317","Industria Manufacturera",7,3,4,5639.98211489,1660.14644285684,29.44,23
"318","Industria Manufacturera",7,7,1,213.18785261,213.18785261,100,1
"319","Industria Manufacturera",7,7,2,357.57012383,357.57012383,100,1
"320","Industria Manufacturera",8,1,1,201.40525275,201.40525275,100,1
"321","Industria Manufacturera",8,1,3,391.31142654,391.31142654,100,2
"322","Industria Manufacturera",8,2,1,201.40525275,201.40525275,100,1
"323","Industria Manufacturera",8,2,2,197.70794793,197.70794793,100,1
"324","Industria Manufacturera",8,2,3,195.65571327,195.65571327,100,1
"325","Industria Manufacturera",8,2,4,459.89312261,459.89312261,100,1
"326","Industria Manufacturera",8,3,1,2383.87665494,737.564535804126,30.94,12
"327","Industria Manufacturera",8,3,2,3250.79132033,1122.14438544262,34.52,12
"328","Industria Manufacturera",8,3,3,3452.49309311,1069.21873447944,30.97,17
"329","Industria Manufacturera",8,3,4,4259.26199272,1135.57135031665,26.66,22
"330","Industria Manufacturera",9,2,2,423.72407931,423.72407931,100,1
"331","Industria Manufacturera",9,3,1,3037.47442615,1061.80298778951,34.96,15
"332","Industria Manufacturera",9,3,2,2761.45909054,1167.03775178305,42.26,13
"333","Industria Manufacturera",9,3,3,3102.97906662,1251.45349137494,40.33,11
"334","Industria Manufacturera",9,3,4,3365.47182323,1185.51380570009,35.23,10
"335","Inmobiliarias",2,1,1,627.33231551,627.33231551,100,1
"336","Inmobiliarias",2,1,2,1621.55745828,1325.30317877994,81.73,3
