"","mujeres","se","cv"
"1",0.403371748483625,0.0157974651940442,3.92
"2",0.413485909887481,0.0142180372213982,3.44
"3",0.420665216471496,0.0213821604981112,5.08
"4",0.411440243801785,0.0185647075743577,4.51
