"","superior","se","cv"
"1",0.242513879006649,0.0334090427837464,13.78
"2",0.256471072208621,0.0335782713266035,13.09
"3",0.25729780478347,0.0346989886965037,13.49
"4",0.249306790613842,0.0366136774060629,14.69
