"","edad","se","cv"
"1",43.1754017793718,0.57926981105029,1.34
"2",43.8044871395841,0.676679218134205,1.54
"3",44.1598014190564,0.658917256606183,1.49
"4",44.0447638248309,0.638515463317645,1.45
