"","date","sal_nom","ipc","sal_real","sal_nom_dig","sal_real_dig","sal_nom_ita","sal_real_ita","sal_nom_pun","sal_real_pun","sal_nom_p","sal_nom_im","sal_nom_ega","sal_nom_c","sal_nom_tc","sal_nom_ssp","sal_nom_ap","sal_nom_ane","sal_nom_agcs","sal_nom_emc","sal_nom_con","sal_nom_hr","sal_nom_if","sal_nom_aiea","sal_real_p","sal_real_im","sal_real_ega","sal_real_c","sal_real_tc","sal_real_ssp","sal_real_ap","sal_real_ane","sal_real_agcs","sal_real_emc","sal_real_con","sal_real_hr","sal_real_if","sal_real_aiea","sal_nom_hom","sal_nom_muj","sal_real_hom","sal_real_muj"
"11",2003-08-01,171946.017525504,78.300002274353,248695.861036285,184706.162415604,267151.62561903,132669.253196931,191887.515812675,147583.966057441,213459.561564787,NA,223464.670781893,NA,153796.561009818,161187.522058824,184203.742528736,151209.157894737,NA,117572.864600326,NA,210551.08815427,154259.209150327,225100.727272727,174547.425531915,NA,323210.386091378,NA,222445.211091225,233135.202336271,266424.945535568,218702.894433862,NA,170052.701522696,NA,304532.69528552,223114.366907199,325576.712939464,252458.433809831,177883.932619212,153448.35737352,257284.224571783,221941.583241094
"12",2003-09-01,171706.527043415,77.882483906646,249680.842369838,187638.645149912,272847.956270873,132154.007317073,192166.974882287,138732.698177677,201733.140502484,NA,220520.083333333,NA,163980.293222683,168550.314079422,188700.414529915,157048.833333333,NA,105630.24933687,NA,208121.814585909,150473.71875,216896.638297872,180272.273706897,NA,320661.311565705,NA,238446.018616057,245091.349325412,274391.889852003,228366.886658609,NA,153598.410545554,NA,302632.817028616,218805.92135279,315392.40988612,262136.413391457,178043.651476252,152097.311817279,258895.742897138,221166.810549515
"13",2003-10-01,166384.799829461,77.8869882989127,241928.452906292,179980.498128509,261697.00303251,132177.141052632,192189.498543231,139316.313861386,202570.068369459,NA,206856.371237458,NA,151057.772348033,159316.766323024,183695.174603175,156279.907692308,NA,118348.58915537,NA,203818.197986577,131783.464052288,236444.825242718,169882.771698113,NA,300775.322737304,NA,219642.498600162,231651.321743742,267098.253227747,227235.63887501,NA,172082.372352209,NA,296357.728371712,191617.08046336,343797.815829934,247014.608152205,173779.528400816,146205.067567568,252680.608420278,212586.521364547
"14",2003-11-01,168775.219137626,78.4427817104909,243665.422752082,180299.8723589,260303.881369299,138548.966731898,200026.951368159,146877.589398023,212051.212828185,NA,198194.032679739,NA,157636.840044743,168898.804054054,187409.988188976,153320.093023256,NA,126394.938517179,NA,200357.477432297,144518.403846154,230870.368932039,173430.891651865,NA,286138.172455689,NA,227584.63871099,243843.845692732,270568.951018766,221352.432387817,NA,182479.846774176,NA,289261.597108469,208645.191803391,333313.897230861,250386.945124703,174062.778135048,154125.501113586,251299.217008234,222515.222184927
"15",2003-12-01,171868.211440438,79.2857481256575,245492.732373309,182485.692137931,260658.505761553,145189.535645472,207385.504968562,150496.021682567,214965.171654037,NA,214655.226299694,NA,162286.636949517,174111.260869565,190738.6171875,158876.494505495,NA,119702.748717949,NA,207866.457953394,146556.032051282,271565.878504673,176056.006546645,NA,306608.75318869,NA,231806.624381024,248696.654312042,272446.800429371,226935.652725772,NA,170980.74512487,NA,296911.827405761,209337.378055674,387898.663602339,251474.485803021,182217.370080792,144669.771917808,260275.240500275,206643.086014974
"16",2004-01-01,171167.783204633,79.1368630735517,244952.23458514,182392.885366544,261016.08612617,135218.228571429,193506.082891883,152643.032976827,218442.111719274,NA,207811.403458213,NA,168077.508591065,176448.416666667,190369.418552036,175298.698630137,NA,116755.886491557,NA,194605.936090226,148192.585365854,236268.694656489,177959.661157025,NA,297391.639339672,NA,240529.850548243,252509.16464717,272431.024097838,250863.843331919,NA,167085.270146221,NA,278493.756338741,212073.231625122,338115.874582726,254671.853840119,177269.408596713,151468.249795918,253684.057515887,216760.920551584
"17",2004-02-01,173067.046744574,78.7615471025398,248850.40689089,184033.868976719,264619.429510182,144478.654054054,207743.602983314,151486.588441331,217820.202524025,NA,212920.940540541,NA,160238.459345301,187655.574175824,188870.794372294,186542.08,NA,118974.314730101,NA,202431.069306931,149381.631578947,230849.106870229,179465.662650602,NA,306155.699110672,NA,230404.381178924,269827.022922037,271574.369086671,268225.947015695,NA,171071.311304262,NA,291072.476892352,214793.517886221,331934.329819816,258050.876891997,180815.919196866,148854.043611324,259992.389717605,214034.907377268
"18",2004-03-01,173251.19221495,78.6890885474895,249344.577253577,185564.68592331,267066.261266096,143018.147403685,205832.924137791,148543.110843373,213784.498124661,NA,204069.563131313,NA,156811.902116402,177315.865482233,203530.608365019,183110.948717949,NA,125134.624413146,NA,201683.713554987,146431.853403141,248515.435897436,172804.160902256,NA,293698.636637195,NA,225685.012274159,255194.489306403,292922.968391324,263534.821982244,NA,180094.806997747,NA,290264.9018017,210745.958607686,357665.511634428,248701.206017525,180511.976836687,152994.930156658,259794.359727744,220191.594032567
"19",2004-04-01,175232.94621373,78.5488303685461,252647.061268676,188186.991828396,271323.92327894,143550.516728625,206968.021589112,147117.006677796,212110.109445145,NA,208954.096446701,NA,159298.754528986,166868.463054187,213523.604316547,202078.486486486,NA,117348.083961249,NA,204331.443130118,139875.192893401,241234.910447761,173838.249643367,NA,301265.484305223,NA,229673.489290195,240587.33086437,307853.701645087,291352.378987921,NA,169189.922322931,NA,294600.643012913,201669.019396639,347807.261801684,250636.218002741,181646.251262323,157367.61754856,261893.625391214,226889.21787575
"20",2004-05-01,179495.192930233,78.6062792177892,258603.139617229,191337.475292242,275664.607108672,150821.074148297,217291.631371723,152277.598021583,219390.081143053,NA,208782.497536946,NA,164281.700592885,178206.721518987,205111.161458333,201926.146666667,NA,119495.281637717,NA,210361.050766284,147291.189189189,234774.755244755,174268.936011905,NA,300798.079763431,NA,236684.686990423,256746.80716166,295508.695568679,290919.966414398,NA,172159.791560378,NA,303072.340229662,212206.039284209,338245.764791923,251073.542721277,186746.890963406,158044.477908689,269050.839348461,227698.566848187
"21",2004-06-01,181856.19906015,78.6841728536372,261745.326876242,193113.364285714,277947.746188276,148744.829076621,214088.186759768,156930.498545102,225869.80730282,NA,207828.948598131,NA,163909.607784431,171888.102689487,206774.794871795,200163.546666667,NA,129901.578313253,NA,210197.598837209,147923.046632124,263920.471830986,175583.141321045,NA,299127.86237862,NA,235914.827701322,247398.262237493,297610.620661793,288095.062042101,NA,186967.127065578,NA,302537.056754655,212905.396645009,379860.299103056,252716.525235597,187340.959707882,165710.917716827,269639.53381556,238507.45011121
"22",2004-07-01,184822.64738806,78.4891783241113,266675.805042386,195190,281634.589276996,151812.916179337,219046.919899127,162906.505813953,235053.57270077,NA,211771.309255079,NA,175816.789473684,180993.708920188,204054.751277683,194837.05,NA,126641.008042895,NA,211981.082191781,159607.302884615,267425.475524476,173133.955555556,NA,305559.330409887,NA,253681.486200221,261151.129020223,294425.309012295,281125.326874797,NA,182727.026414189,NA,305862.006340362,230293.238349904,385861.283680214,249810.494711771,190478.212781769,167565.264550265,274836.073687226,241775.574869127
"23",2004-08-01,187887.877645385,78.177861347755,272178.104856163,198364.763446215,287355.129355032,156327.897485493,226459.691849072,164256.076146789,237944.608651769,NA,221541.290322581,NA,172741.946884576,183011.803167421,200837.199346405,201142.156626506,NA,136042.451732673,NA,214966.070460705,161304.843317972,278184.608108108,175675.249287749,NA,320929.105714821,NA,250237.409253969,265114.526688259,290936.74902164,291378.516184057,NA,197073.792927026,NA,311404.111854409,233669.394261128,402983.738939898,254486.649274513,192973.29038282,171617.595220314,279544.934577338,248608.651140322
"24",2004-09-01,191711.62546002,77.8533440018199,278874.87508359,204138.314386792,296951.459191834,157000.730973451,228382.390129931,163512.558397272,237854.872849883,NA,242338.529787234,NA,177571.190028222,188662.651785714,211235.575384615,183519.262135922,NA,131548.703982777,NA,218502.080964686,164681.429906542,280824.956790123,181820.495077356,NA,352519.713190004,NA,258305.375684647,274439.66073227,307275.547621288,266957.787149225,NA,191358.392077561,NA,317845.8290587,239555.181296772,408504.30722331,264486.661832139,198632.238031018,171574.408109876,288942.000442357,249582.108097877
"25",2004-10-01,184098.972478475,77.6389106821487,268540.715602558,196943.053446771,287276.065659369,143340.140215716,209086.793423576,158587.733280881,231328.08840644,NA,220145.500967118,NA,170651.35621199,187087.131868132,205335.328402367,193355.791666667,NA,131748.505272408,NA,213663.680412371,148810.175609756,258667.477011494,174325.720529801,NA,321120.914313118,NA,248925.003213002,272899.471385004,299517.674027784,282043.413719415,NA,192178.356071794,NA,311666.039542524,217065.801667408,377311.9884626,254284.709516659,190265.478967097,166700.873678026,277535.649376107,243162.52995004
"26",2004-11-01,183010.911545493,77.5743256925861,267175.841330038,196884.896831844,287430.33686901,143933.560709413,210127.198719549,155726.313617607,227343.323448049,NA,226414.968978102,NA,173739.235880399,181709.69214876,198952.353197674,190391.402061856,NA,135386.752719362,NA,209966.856941508,143811.197309417,273644.288235294,173969.525862069,NA,330541.00061898,NA,253640.212632046,265276.203848638,290448.596213708,277950.547310601,NA,197649.797256737,NA,306528.562592435,209948.561587665,399490.622264072,253976.410725827,190395.569778633,162988.31263048,277956.631719597,237945.044840602
"27",2004-12-01,193204.457196613,77.8290614969817,281134.120811222,206026.463917526,299791.576435297,163697.421409214,238198.079457921,162224.608191126,236054.971295748,NA,247588.546902655,NA,175186.908951798,196343.765784114,216958.336170213,229566.85106383,NA,138380.863079019,NA,228224.043933054,154795.008474576,306125.69005848,179099.119677791,NA,360269.06142011,NA,254916.570458203,285702.166354829,315698.674745416,334045.475853348,NA,201359.652066557,NA,332091.541106669,225244.071720248,445447.15986929,260609.275165118,203191.519699812,167988.42539081,295666.415133326,244441.970770096
"28",2005-01-01,186851.268744961,78.0432692696609,271143.256598466,198790.510453946,288468.506247742,149351.384722222,216726.496443262,161100.725406936,233776.177280518,NA,235154.472727273,NA,174400.646967341,190076.731343284,217199.809677419,194211.977777778,NA,132014.300285307,NA,205315.427644387,152659.65106383,258138.208955224,189258.847931873,NA,341236.90980122,NA,253075.934079679,275823.783730125,315182.573412902,281824.514646308,NA,191568.33955344,NA,297936.931631924,221527.181584891,374589.025264525,274636.93831464,194758.100755667,163525.274946921,282617.003580009,237294.484983065
"29",2005-02-01,187560.829584546,78.3788368055385,271007.644616498,199538.533234311,288314.292604926,155766.035612536,225067.176958578,158858.811564626,229535.94545336,NA,231593.911813644,NA,170519.910869565,191768.58317757,216030.822966507,191830.214285714,NA,127488.68409894,NA,222501.093880389,156459.83269962,274084.02970297,185081.001156069,NA,334631.280354008,NA,246385.130132649,277087.450260874,312144.090140773,277176.501378265,NA,184209.080698997,NA,321493.019148423,226069.64807597,396025.478674468,267424.52727295,195845.064527566,163183.48513302,282977.579940043,235784.689394736
"30",2005-03-01,189545.566411639,78.6465382156216,272943.169313641,201761.186458703,290533.504523782,156459.037991859,225298.99541158,161605.944792974,232710.474778011,NA,224947.382137628,NA,170320.998065764,187732.772563177,218097.386363636,203527.31372549,NA,141807.921944035,NA,214665.153183024,159639.219230769,262879.331632653,191850.078740157,NA,323921.327055006,NA,245260.039012326,270332.769568194,314057.421548095,293076.704993907,NA,204201.577393422,NA,309115.050065212,229878.415351453,378542.844769288,276261.637324136,198369.76938951,165767.651529194,285649.907714561,238703.278766213
"31",2005-04-01,194346.358964834,78.7570654378415,279463.499946408,205487.5997921,295484.227949328,163818.41025641,235565.340816068,167675.833013436,241112.184452311,NA,221147.594936709,NA,172593.485199485,187524.55026455,223688.4703657,191735.633027523,NA,141296.717989002,NA,230386.033919598,154805.73828125,306975.084656085,185332.557860262,NA,318002.772035086,NA,248183.60219717,269653.969448895,321656.465081336,275709.364228466,NA,203179.908028491,NA,331287.335254852,222605.422927907,441419.803341195,266501.958408291,203763.019564851,168341.989753144,293004.339831987,242070.095343894
"32",2005-05-01,202915.854206808,78.9829753690716,290951.567493362,213715.271903323,306436.34821244,167566.957567185,240266.435340125,178259.304617505,255597.692459655,NA,226956.71488764,NA,188725.487267722,185812.787456446,232401.329177057,202601.796460177,NA,148584.423398329,NA,232709.018170426,159186.199233716,270078.535353535,198397.039106145,NA,325422.634952925,NA,270604.663007402,266428.278766549,333229.413127528,290501.254756475,NA,213048.266050129,NA,333670.594006524,228249.657334102,387252.99959724,284472.249542136,210430.583665684,181440.410802775,301726.587138304,260158.932066018
"33",2005-06-01,196634.112818591,78.9510941311966,282058.323849196,209132.298215214,299986.124745983,162588.249315069,233221.837360906,165181.320026613,236941.421760768,NA,217335.311827957,NA,179689.015551048,183606.006896552,213408.575438596,214989.297709924,NA,141182.88230009,NA,230789.332098765,157796.003597122,285239.594202899,191206.273849607,NA,311752.792477014,NA,257751.728903719,263370.387831246,306120.154943757,308387.594036245,NA,202517.287397127,NA,331051.673796342,226347.685285755,409156.888817757,274272.456281409,205809.445100354,170416.982650602,295219.716890602,244451.625370885
"34",2005-07-01,201909.657763749,79.1083709923982,289049.925499564,214189.580298708,306629.622940404,165127.638184246,236393.504123133,172069.026160889,246330.659679407,NA,229139.877241379,NA,183893.524785195,199892.407017544,213587.099889012,200717.016129032,NA,137027.119390347,NA,235810.799401198,171568.164383562,298190.342857143,204652.172995781,NA,328032.17626716,NA,263258.381138003,286162.068700823,305767.123744149,287342.563011407,NA,196165.349839501,NA,337582.138238593,245613.635734017,426883.475224342,292976.056781643,210123.266840646,177998.149097816,300808.367953751,254818.676360618
"35",2005-08-01,206357.513915779,79.2381543020867,294933.528636552,218595.188610327,312424.050360138,166771.159630607,238355.297325103,176889.504383007,252816.797006692,NA,231865.048780488,NA,189626.296296296,199250.67802385,234177.590809628,183066.917355372,NA,145229.743427017,NA,237087.278621495,169679.665540541,285198.90212766,194018.823649337,NA,331389.808428422,NA,271020.674884524,284776.184969856,334694.976085428,261645.776243805,NA,207567.535967664,NA,338853.605821271,242512.237844492,407616.456370525,277298.631849995,211231.553276081,190879.627848101,301899.679759278,272811.981099214
"36",2005-09-01,209677.853427065,78.8679893529806,301085.61274889,222926.611183355,320110.084251322,175122.060411311,251465.43615837,175645.485358255,252217.044963511,NA,240700.129032258,NA,189180.869395711,201801.013722127,214583.893234672,234134.010526316,NA,138373.926482213,NA,256567.74085183,174251.64548495,312000.119341564,207125.361361361,NA,345631.856936302,NA,271653.095696101,289774.913643937,308130.410172657,336203.279805093,NA,198697.181235018,NA,368416.855683054,250215.569245075,448014.635662786,297420.37760327,221044.65269273,176254.425669437,317407.697632723,253091.449025375
"37",2005-10-01,206262.966599866,78.5458414474408,297396.788129971,217726.022291504,313924.602119292,171991.542124542,247983.111348272,180251.979405034,259893.283863792,NA,234524.985897436,NA,187847.050185874,195423.29787234,218541.407643312,239774.237113402,NA,156913.112474438,NA,244214.637254902,165478.201986755,313626.304526749,196776.162239089,NA,338145.905161094,NA,270844.108886217,281767.794146709,315100.251770382,345714.449711043,NA,226242.531243633,NA,352116.765947751,238591.961454003,452196.810590175,283718.3988727,215445.280924332,180512.817026684,310636.153551265,260269.368200116
"38",2005-11-01,202218.327465889,78.3991594007275,292110.601192229,216118.535628743,312189.879930371,169465.312985572,244797.863169919,170860.444059406,246813.17296813,NA,234283.097135741,NA,189555.397849462,192661.377675841,202194.513,212316.387387387,NA,146325.808715337,NA,247420.236042012,156839.429467085,313611.701195219,203499.418843284,NA,338429.148391819,NA,273818.609415504,278305.292921119,292076.200462904,306697.559711316,NA,211372.136687197,NA,357406.150090659,226559.385622475,453021.759822963,293961.177137162,212104.666523605,175751.261202604,306391.722403791,253878.108940671
