"","date","sal_nom","ipc","sal_real","sal_nom_dig","sal_real_dig","sal_nom_ita","sal_real_ita","sal_nom_pun","sal_real_pun","sal_nom_p","sal_nom_im","sal_nom_ega","sal_nom_c","sal_nom_tc","sal_nom_ssp","sal_nom_ap","sal_nom_ane","sal_nom_agcs","sal_nom_emc","sal_nom_con","sal_nom_hr","sal_nom_if","sal_nom_aiea","sal_real_p","sal_real_im","sal_real_ega","sal_real_c","sal_real_tc","sal_real_ssp","sal_real_ap","sal_real_ane","sal_real_agcs","sal_real_emc","sal_real_con","sal_real_hr","sal_real_if","sal_real_aiea","sal_nom_hom","sal_nom_muj","sal_real_hom","sal_real_muj"
"39",2005-12-01,213211.140338288,78.8252990379276,306325.024300801,228907.271525125,328875.993071043,177354.408231368,254808.887214473,176824.473658537,254047.518832676,NA,258309.592952612,296811.480769231,209573.815623205,210845.3556231,214379.249492901,224735.513513514,NA,143608.967654987,NA,258569.295597484,162962.844660194,345862.957528958,211280.208445642,NA,371118.939717662,426435.428820152,301099.201766529,302926.050592296,308003.271809843,322882.338742023,NA,206326.088012705,NA,371492.06008499,234132.218754881,496908.738922866,303550.812981452,227312.841582734,178271.096256684,326585.241330426,256125.912587471
"40",2006-01-01,206896.124512799,79.458972327823,294881.564845887,220624.240990991,314447.752849691,176714.590182648,251864.915337916,173687.012774655,247549.818736356,NA,249894.778058008,288983.928571429,193748.254073627,208357.552173913,202046.79707113,218073,NA,147537.976567077,267100.92,240490.917280453,166733.692556634,326798.753968254,213265.923146474,NA,356165.990900436,411878.343652509,276142.380539638,296964.484845637,287969.993796324,310811.561318825,NA,210280.542986217,380689.282831413,342763.008180445,237639.502863631,465774.446895855,303960.208504749,217025.307360552,179123.717776902,309318.322884682,255298.557783272
"41",2006-02-01,205274.309984318,79.600811507544,292048.726205772,218773.335667461,311254.116573823,175953.894500561,250333.861863959,172409.391437309,245291.011617699,NA,239777.94044665,301541.754716981,189198.091181764,207795.591445428,201929.560824742,213343.45,NA,142733.388109927,273309.568627451,244976.826368452,159650.542944785,378431.809128631,211284.735733099,NA,341137.875874665,429010.748445217,269176.700846876,295635.814327903,287290.070670131,303528.886890936,NA,203070.243849427,388844.134385808,348534.456631737,227138.689242928,538404.088754242,300599.904305068,216114.791912505,176478.243883792,307471.742065992,251079.866414996
"42",2006-03-01,208138.121663244,79.8569155163705,295173.462760784,220205.703698311,312287.242533446,177074.388092613,251120.072968226,180298.250381679,255692.030222973,NA,234202.884041332,262431.034482759,190377.144985673,211640.990936556,214584.598463016,212919.495575221,NA,157843.804029304,287635.48,250403.595983461,149860.528301887,331703.711864407,205220.643290043,NA,332137.504262152,372169.579340687,269985.530122406,300141.096968008,304315.607719094,301954.222974598,NA,223847.99977222,407913.552625536,355112.729583371,212526.425801026,470409.42072128,291036.007367865,219121.068084499,179993.819312363,310749.054106434,255260.29781286
"43",2006-04-01,206920.215497621,80.2731484561029,291924.695316021,220414.797660819,310962.959783969,173204.423728814,244358.186573618,174738.625450799,246522.650636091,NA,236778.046052632,290424.689655172,178356.191629956,204230.649408284,222786.872744539,177871.557251908,NA,154154.570138889,NA,250685.635403727,153417.248815166,353315.060728745,203929.514975042,NA,334048.36151561,409733.475465141,251626.341940956,288130.233961562,314309.502287883,250942.615883495,NA,217482.500736545,NA,353669.299828162,216442.281914714,498459.714077507,287705.39109417,218805.215118791,176585.293642043,308692.147857558,249127.944893022
"44",2006-05-01,214272.652656283,80.4338310582098,301693.672849706,227878.170896531,320850.101437485,183289.913853318,258070.297918124,179797.990301724,253153.705770079,NA,236680.619419643,283145.65,192456.050806934,214488.974777448,224117.755912961,186167.775,NA,158158.564160972,307217.557692308,253979.249697703,153806.714628297,350588.846153846,215968.172208014,NA,333243.857673228,398666.13887002,270976.123692427,301998.252152962,315555.476137577,262122.296568118,NA,222685.618173124,432559.13526579,357600.149711245,216558.259161482,493625.459642588,304080.946795349,224913.098010317,186387.205870993,316675.309562649,262431.252958893
"45",2006-06-01,212718.63807374,81.155932352786,296840.724558862,225823.053249097,315127.434791677,177653.385780886,247908.505963885,180981.20589872,252552.351674467,NA,231100.030508475,317445.649122807,195805.766193708,210767.199697428,228438.060918463,215529.62295082,NA,155352.587396849,273810.058823529,245204.792644261,155771.795294118,359635.105263158,212084.25,NA,322491.254752818,442983.263464704,273239.458639232,294117.566932423,318776.577990085,300763.346455996,NA,216788.594655203,382091.465932129,342173.910913233,217373.583244321,501857.03608215,295955.460262486,221652.743456276,189425.530438154,309307.926958485,264336.083637939
"46",2006-07-01,214682.466708741,81.4765554145717,298402.273280403,226881.816872428,315359.008859218,180918.224489796,251470.976150337,185454.395936299,257776.120172473,NA,231594.093174431,327029.666666667,199070.019382193,214074.477503628,226464.98919892,196860.977443609,NA,155830.436907367,NA,252062.478682171,167080.631818182,349586.482758621,214876.574225122,NA,321908.933417104,454561.55530326,276701.433686301,297557.186284166,314779.630732779,273630.930787993,NA,216599.694107872,NA,350359.383328207,232237.13198392,485914.861900669,298672.076981828,223560.926088227,191840.703119128,310743.068980597,266652.898096815
"47",2006-08-01,219797.726935313,81.20701439104,306526.385215446,231476.743563184,322813.754515066,184576.4303233,257407.329783818,193131.083943662,269337.512536761,NA,233867.650641026,NA,201488.017715333,225327.086111111,228106.434977578,213453.992,NA,164887.399183673,228946.036363636,250330.891290111,176234.433333333,375751.778195489,217652.482269504,NA,326148.075184235,NA,280991.958359439,314237.540850891,318113.576209262,297679.514205453,NA,229949.322698057,319284.470838058,349107.446582017,245773.714557373,524017.404158307,303534.661406551,224882.684535786,205484.970064725,313617.785540553,286566.044009096
"48",2006-09-01,222779.453099002,80.8593719323874,312020.393684958,235589.331151832,329961.649655832,186254.139158576,260863.778132564,192872.252068395,270132.973145155,NA,251359.653508772,NA,207466.667264038,218385.629781421,237516.328993056,221550.2734375,NA,156977.09375,242026.5,251818.871165644,172008.96,389571.026217228,227767.071146245,NA,352049.244009357,NA,290573.615725073,305866.493662928,332660.563836133,310298.829525624,NA,219858.940804694,338977.418077389,352692.414966513,240912.26847877,545625.295679915,319005.950588895,230364.178219237,202515.870943108,322643.406198398,283639.63058586
"49",2006-10-01,214329.25848079,80.8510014341147,300216.300261034,227802.613099351,319088.761745576,179098.823,250868.156794304,183066.089859438,256425.205734477,NA,236686.818181818,NA,197980.173206278,217195.338177015,227437.667497922,213125.696969697,NA,163082.900678593,206583.637681159,235939.728136882,157031.864253394,358634.096085409,226115.709104938,NA,331533.087823706,NA,277315.731628655,304230.889070573,318577.573403704,298530.441846004,NA,228434.257761188,289366.817385142,330486.620295929,219958.421185282,502347.660032015,316725.873544088,219545.269460266,200857.151663748,307522.496015542,281345.586602981
"50",2006-11-01,213656.829106946,80.7039720534329,299819.640603828,227204.04743708,318830.135835362,183969.355534709,258159.901974981,181730.856437865,255018.668448707,NA,236594.630434783,NA,200810.2829685,212099.510506799,223852.31254996,259179.848484848,NA,156339.344135802,216965.940298507,241725.151736746,168835.128571429,376322.741496599,224451.35719348,NA,332007.721738888,NA,281792.382302145,297634.291766847,314126.724512373,363701.030991083,NA,219387.35198383,304463.239089863,339207.262513196,236922.394576252,528084.918128598,314967.349876311,221055.413534806,195418.29385546,310201.901416225,274225.929852352
"51",2006-12-01,224638.15507544,81.1024629016621,313680.622660501,239450.587339845,334364.432916398,192387.402830189,268646.260434001,188065.698848539,262611.511815882,NA,257773.577124869,379443.596153846,216974.896534149,222334.947928994,239917.996062992,261658.447368421,NA,157186.669724771,250927.936507937,249872.413162706,152041.718244804,438784.539936102,234700.463106114,NA,359950.32166641,529848.117146913,302979.788200597,310464.466208492,335017.113932517,365375.083619888,NA,219492.598737904,350391.193963869,348917.280415863,212308.282328022,612710.728748352,327731.446072061,236038.575089698,198447.728878422,329599.96124064,277108.789195855
"52",2007-01-01,216384.978719631,81.5459511749332,300512.759823337,228829.15493487,317795.076554826,187353.822091887,260194.651557739,185713.279172171,257916.286010696,NA,242627.526112186,347041.112903226,206591.419537275,217259.364417178,230386.884824903,261462.449152542,NA,159853.16049976,235417.594594595,234109.141773629,174180.076023392,380558.436708861,223291.535388928,NA,336958.082360949,481966.369513287,286911.586970223,301727.09577528,319958.432399039,363115.788581636,NA,222002.0757102,326945.01938722,325127.856427695,241899.117312801,528514.810806777,310104.499591261,223254.799753086,198875.365638767,310053.481598349,276195.627545928
"53",2007-02-01,219624.2989007,81.6701637632772,304547.593691591,233206.69198204,323381.962885711,191370.83090379,265369.207078771,184442.468621164,255761.818133381,NA,251763.2888666,304032.5,203392.47976012,218945.104191617,235811.369874477,262921.738738739,NA,158209.778361345,240841.472222222,244255.015715949,173457.950138504,408883.275,221035.512463343,NA,349113.937701725,421594.362474906,282039.330784235,303605.771154947,326993.805420685,364587.08468454,NA,219385.594124139,333968.924174375,338702.40067119,240529.857514728,566988.343845729,306504.488702021,227626.439489641,199138.828478964,315643.964507308,276140.897557296
"54",2007-03-01,222822.257538134,82.0731289526919,307465.073991992,235892.270629546,325499.953391504,194813.294339623,268816.43073069,189579.267618198,261594.170122799,NA,242971.71875,306404.786885246,199204.268531469,232047.007389163,234194.903316867,252347.798387097,206982.98,173508.716568047,254511.215384615,252500.042111174,169172.286127168,374113.819935691,217886.701536211,NA,335268.650038899,422797.845745053,274875.39099664,320194.001644198,323157.812295948,348206.392664909,285608.978043369,239418.947493251,351191.62032828,348416.468751585,233435.250347834,516227.304214742,300654.663272303,232370.18480981,199580.409077064,320639.943493318,275394.414912655
"55",2007-04-01,225714.297505832,82.4419806145819,310062.228029662,239435.09751773,328910.3996743,201415.93866171,276683.734226105,187906.384544618,258125.749661018,NA,247513.629340278,305166.40625,202366.160522632,228270.067584481,234993.14018043,263357.059322034,NA,177165.188189487,256910.483870968,254355.391652373,172211.661016949,391187.641891892,219952.598384728,NA,340007.825064655,419205.060943183,277989.047671357,313573.072374367,322808.512447681,361771.839369723,NA,243370.639726123,352916.221583848,349406.308410987,236566.012422073,537371.859749096,302147.420299417,234731.561123001,203352.722447705,322449.183037677,279344.281220838
"56",2007-05-01,230546.948244331,82.5847829183821,316153.181809223,242646.946394138,332746.127168418,208796.929990539,286326.990104194,196672.607142857,269700.687848765,NA,251208.640913082,339628.543859649,204946.607230093,235229.625463535,238400.133008357,253349.672131148,NA,184264.575433912,272411.967213115,262310.173310225,167855.331444759,397546.757679181,223348.648162041,NA,344486.933040955,465738.738214253,281046.973166309,322574.621405413,326922.395496021,347422.967705908,NA,252685.330522866,373563.436224985,359710.664333184,230183.038743421,545163.027814244,306282.02327963,240873.172744722,204690.029157321,330313.719420916,280695.123034668
"57",2007-06-01,231843.96512371,82.5221037761909,318173.287504525,242936.1222985,333395.715709358,206409.016068053,283267.391402245,202104.816658452,277360.482091508,NA,247050.248658318,308071.160714286,209294.901912702,237207.647852761,236667.184472462,232755.671875,NA,188371.360922659,262715.587301587,261590.542303173,168848.564643799,418323.892976589,226933.76899696,NA,339041.776448589,422784.409926289,287227.864499162,325534.188902681,324792.478802986,319424.477002354,NA,258513.242492566,360540.254070557,358996.287784676,231720.945914946,574090.803696491,311434.732791201,241419.14781393,207423.369529984,331313.881236942,284659.449097178
"58",2007-07-01,238307.350291758,82.2345831886283,328186.833009614,249971.506284118,344250.216745686,209181.609506058,288076.091079853,208264.418235877,286812.973942022,NA,258374.533274179,322814.859649123,217327.780230808,238818.327889447,243423.085656016,243067.961538462,NA,189438.577284946,267919.292307692,270607.497944803,193497.165803109,412331.21474359,228470.016751639,NA,355822.511146954,444567.01107617,299294.653864586,328890.529808388,335232.008014312,334742.946055783,NA,260886.81970102,368967.15076975,372669.234207134,266476.136650892,567845.160260615,314639.272114668,246923.235331151,215694.211169861,340052.266539849,297044.971444139
"59",2007-08-01,243183.338995237,82.0205190761254,335775.894269207,256367.137415137,353979.450987349,211542.210377358,292087.341010371,209428.328916233,289168.594845764,NA,258930.998303647,350965.862068966,217676.446260525,241305.5377943,244843.924292298,239958.736842105,136641.709090909,190546.871033086,295821.349206349,284629.284044418,191386.005154639,455862.411214953,232207.029818182,NA,357519.507169562,484596.834146102,300557.199791974,333183.116408234,338068.750825231,331323.518230192,188668.320181966,263097.983133568,408455.934868264,393002.467932603,264256.619293597,629432.959600971,320620.332852341,252504.140892193,218577.885508669,348645.61061239,301801.863883377
"60",2007-09-01,254778.67835572,82.0246225045197,351768.584149173,270134.945117335,372970.72025967,223987.179047619,309255.285213231,212557.282002834,293474.2209328,NA,283699.948853615,364941.866666667,231233.976081425,247755.378378378,256256.709482179,219408.878306878,176633.224137931,199411.754010695,313787.359375,292162.787284611,195673.723076923,473553.84,244871.834985836,NA,391699.690003469,503869.022959815,319260.814516744,342071.633426966,353809.276565188,302934.103316169,243874.485768203,275324.414208268,433240.865537182,403384.186963603,270163.37852991,653827.72565695,338090.374150979,264261.391606655,229647.460019743,364861.204912033,317070.338797388
"61",2007-10-01,241097.360054004,82.1999244354266,332169.113459043,256057.531727875,352780.317833042,215127.320934256,296389.190904225,201673.569037657,277853.439043689,NA,268893.350262697,316020.625,217700.398891967,243912.141304348,255630.181102362,220053.950819672,160261.5,188227.734307359,299484.608695652,277519.969596462,190651.871232877,410992.62611276,229765.301455301,NA,370464.719115072,435393.779581451,299934.21945154,336047.145936455,352191.540426351,303176.798537145,220798.437463987,259328.594967921,412611.47340137,382349.944633939,262668.421722026,566240.361252815,316556.500124937,251049.974947071,215830.972529113,345881.214101244,297358.63879198
"62",2007-11-01,239654.189107171,81.9853284559227,331045.047053495,256530.106281319,354356.506017762,210386.536661466,290616.330087897,199304.014291087,275307.546405701,NA,266717.333333333,319671.109375,223068.63178634,239690.459034792,248585.752240717,219388.563535912,157540.090909091,184456.583602027,301704.661971831,288694.598779134,185924.173553719,424821.834302326,222660.042735043,NA,368428.578245428,441575.996809993,308134.675137451,331095.148326252,343382.614566173,303051.232316519,217617.17165098,254798.126522849,416758.139679582,398786.757673532,256825.374143361,586825.394748574,307570.272811683,250825.481166326,213099.774811219,346476.452275948,294364.247260964
"63",2007-12-01,256211.989389715,82.2593813266965,352737.977485473,275854.864281658,379781.161443758,229195.174213354,315542.775316722,207084.812767475,285102.497340389,NA,304896.174825175,360702.85,241483.53736356,256727,265497.686173633,236408.067010309,185132.770491803,183355.497388509,316032.271428571,308421.487076393,190309.149295775,485432.455331412,251665.563225806,NA,419763.572762792,496595.003556666,332460.689168199,353447.014566401,365521.992436938,325473.072579851,254880.18412062,252433.336409128,435095.112095989,424617.020552107,262006.725678495,668315.573003717,346478.718605106,270620.185693398,224353.428500373,372574.3560854,308876.937412868
"64",2008-01-01,248436.103478056,82.6564805608345,340389.386627494,266711.064316777,365428.431369569,219087.523809524,300178.061091863,203636.031398321,279007.530920537,NA,289490.710017575,328437.8,234895.943941354,250489.8138833,264683.99585349,230718.005181347,150027.216666667,183944.363673806,291980.461538462,295847.900115473,190801.634078212,449769.392156863,235781.522243714,NA,396639.473239621,450001.991345668,321837.628106843,343203.233791271,362651.087089851,316113.315126658,205556.565827831,252027.415693395,400050.752764557,405349.640593736,261422.757329403,616241.864112227,323050.984180822,258603.227500836,224253.45066313,354319.653047832,307256.044720023
"65",2008-02-01,250565.113652898,83.0933197580897,341501.569606359,268354.434868574,365747.088181625,222402.194719472,303117.610721385,204169.515814135,278267.828668618,NA,302230.226534296,334485.216666667,232123.63060686,250035.821031345,272343.149713467,240939.195402299,NA,181269.577044736,304250.8,295883.002333722,187445.442970822,476810.681034483,231173.089703095,NA,411917.266690705,455878.413544936,316367.203076726,340780.183223369,371183.409145804,328382.160668864,NA,247056.919377899,414671.157685277,403266.473307943,255474.164207754,649857.410732444,315071.686690273,261974.802636103,223261.346132748,357052.125067494,304288.570045634
"66",2008-03-01,251402.626511814,83.7920833137103,339785.64950902,267209.224196856,361149.209370982,218914.214754098,295875.622617979,211549.609971854,285921.919850301,NA,279564.039621016,301806.761904762,232136.560501296,250444.168598525,270559.463659148,225519.844339623,NA,196782.207712082,294277.2,296135.102814474,182762.732186732,444915.965014577,234704.200741198,NA,377847.479558963,407909.845823367,313746.411798193,338490.236453425,365677.257894183,304803.525123516,NA,265962.894608528,397733.193662544,400244.2601669,247014.736972899,601330.472346144,317216.730779047,262764.524571429,224785.060776439,355141.932637032,303810.421297478
"67",2008-04-01,248524.67368757,84.6598230838376,332453.084236252,263528.861070423,352524.284000341,221611.890504705,296451.677849646,207680.85060241,277816.034501176,NA,282393.702163062,294573.360655738,229420.460775862,257675.876819709,273247.480615385,211607.825327511,172379.396226415,176322.207839092,293331.894736842,292909.035734227,197181.497382199,439592.880466472,230827.347066167,NA,377759.905525626,394052.714488027,306897.25346032,344694.708621511,365524.945038541,283069.174319072,230593.04769996,235867.372626123,392391.997394681,391826.336136462,263770.98091051,588046.276254648,308779.254468275,260529.488618256,220383.183831377,348512.003820267,294808.02888269
"68",2008-05-01,260341.615209318,85.4995698447865,344840.190143402,277797.593635396,367961.82175327,220082.648576512,291514.448511694,215293.48348745,285170.873364815,NA,291039.683116883,327996.224137931,228258.846870839,258740.551044084,278216.298742138,219037.23923445,NA,200176.510396975,317120.573529412,306059.570005858,195801.082474227,503229.121661721,242457.970904491,NA,385501.87062721,434453.324748343,302344.379685774,342719.47167614,368516.425167353,290129.732679749,NA,265147.413532161,420047.785239189,405396.733177564,259351.861424111,666561.225181006,321152.085966991,270389.261707989,236366.822234924,358148.981848906,313083.944944987
"69",2008-06-01,258969.349807981,86.3893630869642,339489.467427031,274073.252237592,359289.554949745,222382.711640212,291527.118540063,219500.530120482,287748.793924094,NA,281908.078767123,303868.903225806,233552.459964413,255472.815964523,281633.568306011,226406.76635514,NA,204644.907625542,308444.424242424,294087.50867052,193102.622911695,489737.665625,244211.050032489,NA,369560.427112285,398349.427066391,306169.823990298,334905.772819016,369200.564409168,296802.353594255,NA,268274.182844275,404347.593236575,385526.74966951,253143.110023106,642009.486471146,320142.43916046,268181.93604445,236824.062233589,351566.479619259,310458.650111301
"70",2008-07-01,272592.092105263,86.5782887520849,356568.082782505,287905.622247839,376599.170410175,230797.799122807,301898.445065172,235042.784045835,307451.159833069,NA,303811.751013788,364210.3125,246544.430503731,268683.82584885,291622.574925373,207648.32173913,NA,209053.317241379,336150.313432836,310599.095613048,216566.565819861,493428.723214286,259067.234355045,NA,397405.41535574,476410.639262395,322496.057117729,351455.817803393,381461.184857424,271617.431759302,NA,273455.256725851,439706.346071109,406283.700973827,283283.071687054,645436.675978101,338876.694302904,282120.1151741,249195.714040606,369031.353056138,325964.107420858
"71",2008-08-01,276441.027430585,87.1521488518415,359221.737719118,292387.716676419,379943.688708082,236820.106100796,307736.267771307,235704.636525612,306286.769037727,NA,309456.0625,360591.738461538,246627.801587302,269247.945128779,291068.442933176,208523.497835498,NA,217470.276024177,329158.882352941,321141.530434783,214569.379146919,521428.300613497,258173.609217172,NA,402123.178141057,468571.514515289,320480.893445828,349874.675352769,378229.35632052,270966.194649039,NA,282592.09995621,427726.039088742,417307.878243678,278822.524843289,677570.843891255,335484.111740601,286298.065651198,252285.089539264,372030.481888837,327832.265374119
"72",2008-09-01,288754.437391088,87.4700861878817,373858.555075612,306516.734521467,396855.904657442,249330.154730327,322814.81880055,240972.451513822,311993.863540072,NA,326980.645559211,357872.125,258428.614593078,283531.81277533,302665.865315852,221868.384236453,NA,212835.398224852,345521.591549296,340030.269055745,227053.379052369,554598.729483283,276566.173126615,NA,423351.110344634,463347.184421375,334594.852688287,367096.67494594,391870.075140832,287259.286115342,NA,275564.023078599,447356.598676576,440246.82778806,293972.445876511,718054.69562557,358078.063845882,301326.734929907,257955.171346705,390136.265071381,333981.872297064
"73",2008-10-01,272786.109123715,87.3577961040403,353637.891934318,289349.908829387,375111.079220696,237682.186813187,308129.426989384,229961.215360253,298120.016770251,NA,294039.897047087,340685.417910448,244889.57729682,276671.401475237,288048.180800942,214109.725409836,NA,219009.804177546,355458.866666667,318587.186860528,208295.340527578,518395.516129032,255117.169753086,NA,381191.145217576,441662.053062872,317473.034642894,358674.756168917,373423.52864369,277570.262576055,NA,283922.688406283,460814.242635617,413014.069963311,270032.537069204,672044.108481093,330732.009769655,285156.942940255,243779.53019958,369675.349290208,316033.977805737
"74",2008-11-01,268316.400989357,87.6289961710937,346766.86644584,288488.922317457,372837.438291109,230828.343378271,298318.034324493,219902.403631285,284197.563585216,NA,306470.996707819,356293.161764706,244071.794117647,271573.693961105,285408.944703143,223789.905172414,NA,193727.414592999,346453.960526316,329163.858319605,214512.910843373,552571.047477745,250971.957952468,NA,396077.119374895,460466.31061561,315433.610923202,350976.52814652,368856.935488818,289221.694509565,NA,250369.519922612,447750.319460444,425404.929686871,277232.288563244,714132.009508258,324351.247646641,283600.48210964,235100.735364112,366519.71381947,303839.590128371
"75",2008-12-01,285478.309554974,88.277957412044,366234.329666195,304908.874673629,391161.407321794,242113.022870662,310601.883459094,240424.862495703,308436.176774561,NA,340246.690849134,411941.671641791,263391.750295392,278809.046720575,309705.885918004,252679.026548673,NA,197722.581945986,356118,357217.109238815,214890.696821516,601920.36036036,278426.177309361,NA,436495.574527275,528471.610366779,337899.931029481,357678.46772582,397315.395693882,324156.795145025,NA,253654.287682102,456856.554935396,458266.579871913,275678.913836269,772191.414586475,357187.292328348,304248.173875433,246957.866977571,390313.807676431,316817.235639778
"76",2009-01-01,277328.311529766,88.5345982033938,354747.544102393,297076.011222618,380008.030235482,234934.231025855,300518.692167715,230191.567403709,294452.062103228,NA,324436.151440329,381136,253950.618265993,266605.519230769,312041.344914719,264228.278026906,NA,194478.622266402,367575.84057971,335716.014697237,224651.401442308,529146.847305389,270791.879901961,NA,415006.05295805,487534.284628915,324843.711975205,341031.367008872,399151.100572084,337990.492912182,NA,248769.4575749,470188.658336922,429434.813462616,287365.298195549,676863.979431695,346386.396066815,292289.669327126,245584.336393597,373885.528629734,314141.890977811
"77",2009-02-01,278840.993159204,89.4741707913736,352936.967126656,298806.81412184,378208.273963249,236436.47875817,299264.368504707,230975.536264562,292352.298441011,NA,312275.983108108,389926.536231884,252239.360414866,269678.226540284,307749.071840924,278412.706806283,NA,197701.389918139,337863.135135135,348205.527563723,223637.685185185,553880.253869969,263981.332094176,NA,395256.583818521,493541.095018657,319266.524789495,341339.393095909,389526.743614648,352394.872921822,NA,250236.266066495,427642.969089612,440733.629021723,283064.571855904,701061.973483208,334128.671942358,294088.513320485,245595.357248887,372236.186588454,310857.021221123
"78",2009-03-01,284578.706275352,90.723088221159,355240.756433676,301495.370007875,376357.896571564,242465.727120067,302670.953279382,244379.883273165,305060.402190224,NA,305870.440230833,364716.298507463,250548.134263296,286796.094736842,326702.289855072,255911.642585551,NA,212264.192170819,331087.17721519,350672.412876551,215880.405797101,517401.048484848,262615.198881293,NA,381819.314524424,455276.838739016,312760.254987666,358008.731468339,407823.797134122,319455.544239888,NA,264970.254371684,413297.469859225,437745.799189044,269484.388548622,645873.833109256,327823.620827427,297492.920647773,256180.913929208,371361.622757267,319791.676753309
"79",2009-04-01,284117.418664521,91.6643540454045,351023.01214951,301089.964220809,371992.349731898,243464.568576389,300796.99659061,242648.458367017,299788.704085046,NA,302397.876766091,367209.52173913,254768.248968363,282819.583153348,302289.088013897,245017.9140625,NA,212781.846197183,328210.4,349518.485414236,223949.708061002,546158.221864952,265572.992588017,NA,373608.256998095,453682.118529492,314762.532242092,349419.554915005,373473.850048804,302716.132749198,NA,262888.931393054,405499.260722314,431825.095866114,276686.665193164,674770.681257059,328111.638638671,298635.530420484,252576.572669221,368959.931833124,312054.747482545
"80",2009-05-01,291147.00777397,92.4289958017959,356732.195826382,308057.141342344,377451.588155658,248597.452229299,304597.720885561,248044.113496933,303919.734384713,NA,309332.532035685,384233.985714286,252413.294117647,280359.986051502,328618.194941394,263565.30212766,NA,215575.49070632,333012.181818182,358459.431723315,226462.790540541,529821.794212219,270380.512396694,NA,379014.279546686,470788.398214939,309273.137837857,343515.237235929,402644.32448145,322937.301298447,NA,264137.072037911,408028.122168307,439207.743095232,277476.89787427,649172.023065168,331287.73891029,303431.571636187,263805.085290148,371784.040167301,323231.099179905
"81",2009-06-01,290460.105909889,93.3287180937563,352459.646571483,306699.959086694,372165.942873824,243052.508550855,294932.761915068,251140.136241007,304746.716875744,NA,306213.832925835,374203.557142857,254770.096018735,284200.778751369,333355.287025704,253962.996350365,NA,219006.751856436,331734.067567568,348725.801713586,218819.807775378,534894.897515528,268987.050382653,NA,371576.051693041,454078.377074202,309151.501953953,344864.248121991,404510.926826784,308172.124552121,NA,265754.369655278,402543.653436727,423162.321852418,265527.52182524,649069.743814323,326403.105903942,301777.323865016,265460.077067669,366192.557079592,322123.290043612
"82",2009-07-01,296260.313033391,94.0642788828349,356686.734321567,311412.975226517,374929.993226565,245149.914950761,295151.657971621,262661.680250784,316235.191952654,NA,321863.235584843,377717.197183099,265396.211213146,291046.906623236,329906.906642729,229304.529209622,NA,222902.956709957,389755.896551724,357909.135757576,230289.164750958,561305.875,271320.521263669,NA,387511.729881929,454757.885661013,319527.468629471,350409.980989035,397196.01979649,276074.384893079,NA,268367.122431735,469252.045608756,430909.69394485,277259.850580805,675792.033901937,326660.124311203,307565.435429669,271082.772751606,370297.694045961,326373.883675428
"83",2009-08-01,297201.659386117,93.8553379342667,358616.661196733,313618.83456931,378426.350559299,245923.52946593,296742.202681348,257752.42352415,311015.469195306,NA,330604.257663629,382103.164179104,264950.89946052,291747.118942731,325424.28903076,239984.067567568,NA,223834.292604502,403227.877192982,350609.075605434,237310.077946768,563182.117449664,273203.111900533,NA,398921.71297309,461062.570288658,319701.46849739,352034.971558088,392671.333819555,289575.385377247,NA,270088.352941775,486552.582913163,423060.410694217,286348.831286443,679560.440620268,329658.952849383,306985.074215033,274872.398586188,370421.762044068,331673.187961752
"84",2009-09-01,309825.799307673,92.6452071255821,378732.7252022,327518.030700753,400359.804113582,257469.129764065,314731.650459324,266933.652269722,326301.133728035,NA,331042.21955261,428938.31884058,283778.328210213,296824.200217628,345013.037463977,273058.996323529,NA,229983.36402439,433482.181818182,359478.620750293,241587.811900192,603789.208333333,290560.995221027,NA,404667.791540625,524336.510391178,346892.156290861,362839.500472811,421745.794575554,333788.787278783,NA,281132.902433441,529890.952959545,439428.60146868,295318.241996157,738075.179119207,355183.324963338,321166.206022376,284319.755764075,392595.299427968,347554.000247794
"85",2009-10-01,295300.635831752,91.8565201505406,364076.463523086,312736.000220167,385572.542557563,248451.431271478,306316.030101966,252029.645833333,310727.614586835,NA,319971.306038048,428823.712121212,260503.47424594,290418.389776358,328832.493996569,263818.776119403,NA,220955.870290635,412041.482142857,355287.955504849,221578.260521042,572919.080808081,278040.723766307,NA,394492.958686239,528697.204271802,321175.00652107,358057.13724263,405417.926610758,325262.44567677,NA,272416.724141135,508006.375336263,438034.89284138,273184.069708745,706352.535401737,342796.699841552,309410.867105415,264673.770948319,381472.98245417,326316.569697755
"86",2009-11-01,288901.146163124,91.4391052005669,357812.499709051,308625.026790479,382241.101412321,237954.294117647,294713.336812667,243130.064006024,301123.678849293,NA,325624.639834025,431447.985507246,253729.927916667,283333.411949686,325181.312430011,268424.045627376,NA,207546.994261119,382490.65,354979.789590255,218050.446183953,560477.28956229,275619.997192588,NA,403295.618218437,534360.919778475,314251.919608508,350916.698418249,402746.544292195,332451.01317015,NA,257053.008650023,473725.831169129,439652.827779936,270061.840349019,694167.477948327,341363.409162791,303482.255574043,258001.129411765,375871.6291938,319541.927294595
